article_id,topic_id,topic_desc
940704,20,Strategy
940704,240,Arbitration & Dispute Resolution
940704,418,Technology
940680,14,"Litigation, Mediation & Arbitration"
940680,32,Coronavirus (COVID-19)
940680,268,Professional Negligence
940680,538,"Litigation, Contracts and Force Majeure"
940550,14,"Litigation, Mediation & Arbitration"
940550,21,Transport
940550,32,Coronavirus (COVID-19)
940550,191,Marine/ Shipping
940550,264,Trials &amp; Appeals &amp; Compensation
940550,266,Personal Injury
940550,538,"Litigation, Contracts and Force Majeure"
940446,11,Intellectual Property
940446,14,"Litigation, Mediation & Arbitration"
940446,204,Patent
940446,264,Trials &amp; Appeals &amp; Compensation
940436,14,"Litigation, Mediation & Arbitration"
940436,240,Arbitration & Dispute Resolution
940432,9,Consumer Protection
940432,14,"Litigation, Mediation & Arbitration"
940432,15,"Media, Telecoms, IT, Entertainment"
940432,170,"Telecoms, Mobile & Cable Communications"
940432,251,Class Actions
940432,264,Trials &amp; Appeals &amp; Compensation
940432,281,"Advertising, Marketing & Branding"
940432,416,"Dodd-Frank, Consumer Protection Act"
940184,14,"Litigation, Mediation & Arbitration"
940184,251,Class Actions
940184,264,Trials &amp; Appeals &amp; Compensation
940184,266,Personal Injury
940058,5,Employment and HR
940058,14,"Litigation, Mediation & Arbitration"
940058,118,Employment Litigation/ Tribunals
940058,251,Class Actions
940058,264,Trials &amp; Appeals &amp; Compensation
940032,14,"Litigation, Mediation & Arbitration"
940032,32,Coronavirus (COVID-19)
940032,264,Trials &amp; Appeals &amp; Compensation
940032,540,Operational Impacts and Strategy
939944,14,"Litigation, Mediation & Arbitration"
939944,32,Coronavirus (COVID-19)
939944,251,Class Actions
939944,264,Trials &amp; Appeals &amp; Compensation
939944,538,"Litigation, Contracts and Force Majeure"
939944,540,Operational Impacts and Strategy
939932,14,"Litigation, Mediation & Arbitration"
939932,264,Trials &amp; Appeals &amp; Compensation
939876,14,"Litigation, Mediation & Arbitration"
939876,240,Arbitration & Dispute Resolution
939876,264,Trials &amp; Appeals &amp; Compensation
939808,14,"Litigation, Mediation & Arbitration"
939808,240,Arbitration & Dispute Resolution
939634,14,"Litigation, Mediation & Arbitration"
939634,240,Arbitration & Dispute Resolution
939596,14,"Litigation, Mediation & Arbitration"
939596,266,Personal Injury
939528,14,"Litigation, Mediation & Arbitration"
939528,32,Coronavirus (COVID-19)
939528,209,Disclosure &amp; Electronic Discovery &amp; Privilege
939528,264,Trials &amp; Appeals &amp; Compensation
939528,426,Civil Law
939528,538,"Litigation, Contracts and Force Majeure"
939528,540,Operational Impacts and Strategy
939288,3,Corporate/Commercial Law
939288,14,"Litigation, Mediation & Arbitration"
939288,97,Contracts and Commercial Law
939288,240,Arbitration & Dispute Resolution
939140,5,Employment and HR
939140,14,"Litigation, Mediation & Arbitration"
939140,111,"Discrimination, Disability & Sexual Harassment"
939140,264,Trials &amp; Appeals &amp; Compensation
939020,14,"Litigation, Mediation & Arbitration"
939020,242,Court Procedure
939020,264,Trials &amp; Appeals &amp; Compensation
939006,14,"Litigation, Mediation & Arbitration"
939006,240,Arbitration & Dispute Resolution
938972,13,International Law
938972,14,"Litigation, Mediation & Arbitration"
938972,230,International Courts & Tribunals
938972,240,Arbitration & Dispute Resolution
938940,14,"Litigation, Mediation & Arbitration"
938940,240,Arbitration & Dispute Resolution
938940,264,Trials &amp; Appeals &amp; Compensation
938932,14,"Litigation, Mediation & Arbitration"
938932,20,Strategy
938932,80,Investment Strategy
938932,240,Arbitration & Dispute Resolution
938906,10,Insurance
938906,14,"Litigation, Mediation & Arbitration"
938906,194,Insurance Laws and Products
938906,266,Personal Injury
938886,14,"Litigation, Mediation & Arbitration"
938886,242,Court Procedure
938886,264,Trials &amp; Appeals &amp; Compensation
938552,14,"Litigation, Mediation & Arbitration"
938552,251,Class Actions
938552,264,Trials &amp; Appeals &amp; Compensation
938450,5,Employment and HR
938450,14,"Litigation, Mediation & Arbitration"
938450,116,Employee Benefits & Compensation
938450,118,Employment Litigation/ Tribunals
938450,240,Arbitration & Dispute Resolution
938450,264,Trials &amp; Appeals &amp; Compensation
938450,266,Personal Injury
938170,14,"Litigation, Mediation & Arbitration"
938170,32,Coronavirus (COVID-19)
938170,240,Arbitration & Dispute Resolution
938170,264,Trials &amp; Appeals &amp; Compensation
938170,538,"Litigation, Contracts and Force Majeure"
938114,2,Finance and Banking
938114,14,"Litigation, Mediation & Arbitration"
938114,75,Financial Services
938114,264,Trials &amp; Appeals &amp; Compensation
938092,14,"Litigation, Mediation & Arbitration"
938092,15,"Media, Telecoms, IT, Entertainment"
938092,32,Coronavirus (COVID-19)
938092,209,Disclosure &amp; Electronic Discovery &amp; Privilege
938092,392,Social Media
938092,532,Reporting and Compliance
938092,540,Operational Impacts and Strategy
937986,14,"Litigation, Mediation & Arbitration"
937986,242,Court Procedure
937986,264,Trials &amp; Appeals &amp; Compensation
937940,14,"Litigation, Mediation & Arbitration"
937940,23,Criminal Law
937940,264,Trials &amp; Appeals &amp; Compensation
937940,404,Crime
937938,14,"Litigation, Mediation & Arbitration"
937938,240,Arbitration & Dispute Resolution
937938,251,Class Actions
937938,264,Trials &amp; Appeals &amp; Compensation
937774,12,"Government, Public Sector"
937774,14,"Litigation, Mediation & Arbitration"
937774,210,Constitutional & Administrative Law
937774,240,Arbitration & Dispute Resolution
937774,264,Trials &amp; Appeals &amp; Compensation
937758,14,"Litigation, Mediation & Arbitration"
937758,23,Criminal Law
937758,264,Trials &amp; Appeals &amp; Compensation
937758,404,Crime
937674,1,Accounting and Audit
937674,14,"Litigation, Mediation & Arbitration"
937674,20,Strategy
937674,51,Audit
937674,240,Arbitration & Dispute Resolution
937674,264,Trials &amp; Appeals &amp; Compensation
937674,418,Technology
937546,14,"Litigation, Mediation & Arbitration"
937546,20,Strategy
937546,209,Disclosure &amp; Electronic Discovery &amp; Privilege
937546,374,Economic Analysis
937540,14,"Litigation, Mediation & Arbitration"
937540,240,Arbitration & Dispute Resolution
937540,242,Court Procedure
937540,264,Trials &amp; Appeals &amp; Compensation
937382,12,"Government, Public Sector"
937382,14,"Litigation, Mediation & Arbitration"
937382,215,"Government Contracts, Procurement & PPP"
937382,264,Trials &amp; Appeals &amp; Compensation
937362,5,Employment and HR
937362,14,"Litigation, Mediation & Arbitration"
937362,111,"Discrimination, Disability & Sexual Harassment"
937362,264,Trials &amp; Appeals &amp; Compensation
937342,3,Corporate/Commercial Law
937342,11,Intellectual Property
937342,14,"Litigation, Mediation & Arbitration"
937342,97,Contracts and Commercial Law
937342,207,Trademark
937342,242,Court Procedure
937342,264,Trials &amp; Appeals &amp; Compensation
937224,14,"Litigation, Mediation & Arbitration"
937224,264,Trials &amp; Appeals &amp; Compensation
937224,270,Libel & Defamation
937188,12,"Government, Public Sector"
937188,14,"Litigation, Mediation & Arbitration"
937188,18,Tax
937188,210,Constitutional & Administrative Law
937188,264,Trials &amp; Appeals &amp; Compensation
937188,322,Income Tax
937188,328,Tax Authorities
937102,14,"Litigation, Mediation & Arbitration"
937102,251,Class Actions
937102,264,Trials &amp; Appeals &amp; Compensation
937098,14,"Litigation, Mediation & Arbitration"
937098,264,Trials &amp; Appeals &amp; Compensation
937000,2,Finance and Banking
937000,11,Intellectual Property
937000,14,"Litigation, Mediation & Arbitration"
937000,75,Financial Services
937000,204,Patent
937000,251,Class Actions
937000,264,Trials &amp; Appeals &amp; Compensation
936930,14,"Litigation, Mediation & Arbitration"
936930,17,Real Estate and Construction
936930,240,Arbitration & Dispute Resolution
936930,264,Trials &amp; Appeals &amp; Compensation
936930,300,Construction & Planning
936916,14,"Litigation, Mediation & Arbitration"
936916,240,Arbitration & Dispute Resolution
936916,264,Trials &amp; Appeals &amp; Compensation
936684,14,"Litigation, Mediation & Arbitration"
936684,264,Trials &amp; Appeals &amp; Compensation
936580,14,"Litigation, Mediation & Arbitration"
936580,32,Coronavirus (COVID-19)
936580,242,Court Procedure
936580,264,Trials &amp; Appeals &amp; Compensation
936580,540,Operational Impacts and Strategy
936546,14,"Litigation, Mediation & Arbitration"
936546,240,Arbitration & Dispute Resolution
936546,264,Trials &amp; Appeals &amp; Compensation
936466,3,Corporate/Commercial Law
936466,14,"Litigation, Mediation & Arbitration"
936466,90,Corporate and Company Law
936466,92,Directors and Officers
936466,264,Trials &amp; Appeals &amp; Compensation
936434,14,"Litigation, Mediation & Arbitration"
936434,32,Coronavirus (COVID-19)
936434,240,Arbitration & Dispute Resolution
936434,538,"Litigation, Contracts and Force Majeure"
936218,12,"Government, Public Sector"
936218,14,"Litigation, Mediation & Arbitration"
936218,210,Constitutional & Administrative Law
936218,240,Arbitration & Dispute Resolution
936208,14,"Litigation, Mediation & Arbitration"
936208,251,Class Actions
936208,264,Trials &amp; Appeals &amp; Compensation
936208,266,Personal Injury
936054,5,Employment and HR
936054,14,"Litigation, Mediation & Arbitration"
936054,118,Employment Litigation/ Tribunals
936054,251,Class Actions
936054,264,Trials &amp; Appeals &amp; Compensation
936004,14,"Litigation, Mediation & Arbitration"
936004,16,"Food, Drugs, Healthcare, Life Sciences"
936004,23,Criminal Law
936004,268,Professional Negligence
936004,292,Healthcare
936004,404,Crime
935922,14,"Litigation, Mediation & Arbitration"
935922,32,Coronavirus (COVID-19)
935922,251,Class Actions
935922,538,"Litigation, Contracts and Force Majeure"
935774,5,Employment and HR
935774,14,"Litigation, Mediation & Arbitration"
935774,119,Employee Rights/ Labour Relations
935774,251,Class Actions
935720,23,Criminal Law
935720,404,Crime
935650,14,"Litigation, Mediation & Arbitration"
935650,264,Trials &amp; Appeals &amp; Compensation
935550,14,"Litigation, Mediation & Arbitration"
935550,264,Trials &amp; Appeals &amp; Compensation
935544,5,Employment and HR
935544,13,International Law
935544,14,"Litigation, Mediation & Arbitration"
935544,111,"Discrimination, Disability & Sexual Harassment"
935544,234,Export Controls & Trade & Investment Sanctions
935544,251,Class Actions
935482,14,"Litigation, Mediation & Arbitration"
935482,242,Court Procedure
935482,264,Trials &amp; Appeals &amp; Compensation
935374,3,Corporate/Commercial Law
935374,14,"Litigation, Mediation & Arbitration"
935374,97,Contracts and Commercial Law
935374,240,Arbitration & Dispute Resolution
935174,14,"Litigation, Mediation & Arbitration"
935174,240,Arbitration & Dispute Resolution
935174,264,Trials &amp; Appeals &amp; Compensation
935022,14,"Litigation, Mediation & Arbitration"
935022,32,Coronavirus (COVID-19)
935022,240,Arbitration & Dispute Resolution
935022,540,Operational Impacts and Strategy
934838,14,"Litigation, Mediation & Arbitration"
934838,242,Court Procedure
934838,264,Trials &amp; Appeals &amp; Compensation
934778,14,"Litigation, Mediation & Arbitration"
934778,251,Class Actions
934690,14,"Litigation, Mediation & Arbitration"
934690,240,Arbitration & Dispute Resolution
934690,242,Court Procedure
934656,5,Employment and HR
934656,14,"Litigation, Mediation & Arbitration"
934656,112,"Retirement, Superannuation & Pensions"
934656,116,Employee Benefits & Compensation
934656,209,Disclosure &amp; Electronic Discovery &amp; Privilege
934656,264,Trials &amp; Appeals &amp; Compensation
934554,14,"Litigation, Mediation & Arbitration"
934554,17,Real Estate and Construction
934554,264,Trials &amp; Appeals &amp; Compensation
934554,306,Landlord & Tenant - Leases
934476,3,Corporate/Commercial Law
934476,14,"Litigation, Mediation & Arbitration"
934476,97,Contracts and Commercial Law
934476,240,Arbitration & Dispute Resolution
934476,264,Trials &amp; Appeals &amp; Compensation
934254,14,"Litigation, Mediation & Arbitration"
934254,264,Trials &amp; Appeals &amp; Compensation
934184,14,"Litigation, Mediation & Arbitration"
934184,240,Arbitration & Dispute Resolution
934150,14,"Litigation, Mediation & Arbitration"
934150,251,Class Actions
934150,264,Trials &amp; Appeals &amp; Compensation
934014,9,Consumer Protection
934014,14,"Litigation, Mediation & Arbitration"
934014,180,Consumer Law
934014,240,Arbitration & Dispute Resolution
934014,251,Class Actions
933974,14,"Litigation, Mediation & Arbitration"
933974,264,Trials &amp; Appeals &amp; Compensation
933940,10,Insurance
933940,14,"Litigation, Mediation & Arbitration"
933940,194,Insurance Laws and Products
933940,266,Personal Injury
933886,14,"Litigation, Mediation & Arbitration"
933886,264,Trials &amp; Appeals &amp; Compensation
933880,14,"Litigation, Mediation & Arbitration"
933880,264,Trials &amp; Appeals &amp; Compensation
933868,14,"Litigation, Mediation & Arbitration"
933868,32,Coronavirus (COVID-19)
933868,240,Arbitration & Dispute Resolution
933868,538,"Litigation, Contracts and Force Majeure"
933802,3,Corporate/Commercial Law
933802,14,"Litigation, Mediation & Arbitration"
933802,32,Coronavirus (COVID-19)
933802,90,Corporate and Company Law
933802,264,Trials &amp; Appeals &amp; Compensation
933802,538,"Litigation, Contracts and Force Majeure"
933802,540,Operational Impacts and Strategy
933798,11,Intellectual Property
933798,14,"Litigation, Mediation & Arbitration"
933798,16,"Food, Drugs, Healthcare, Life Sciences"
933798,204,Patent
933798,264,Trials &amp; Appeals &amp; Compensation
933798,290,Food and Drugs Law
933556,10,Insurance
933556,14,"Litigation, Mediation & Arbitration"
933556,194,Insurance Laws and Products
933556,264,Trials &amp; Appeals &amp; Compensation
933556,266,Personal Injury
933548,10,Insurance
933548,14,"Litigation, Mediation & Arbitration"
933548,194,Insurance Laws and Products
933548,240,Arbitration & Dispute Resolution
933548,264,Trials &amp; Appeals &amp; Compensation
933548,266,Personal Injury
933510,14,"Litigation, Mediation & Arbitration"
933510,26,Privacy
933510,202,Privacy Protection
933510,251,Class Actions
933510,264,Trials &amp; Appeals &amp; Compensation
933510,266,Personal Injury
933426,14,"Litigation, Mediation & Arbitration"
